Judul,Deskripsi,Status,Link
"Sesat, Unggahan Jokowi adalah Presiden Pertama yang Menginjakkan Kaki di Tanah Papua","
Video  berdurasi enam menit dengan judul Jokowi Adalah Presiden Pertama yang Menginjakan Kaki di Tanah Papua, diunggah akun Dukung Jokowi untuk 3 Periode sejak Mei 2021. Video itu berisi saat Presiden Joko Widodo berpidato tentang kunjungannya ke Kabupaten Nduga, Papua.
Dalam pidato itu  Jokowi  menceritakan perjalanan ke Kabupaten Nduga membutuhkan waktu 4 hari karena sulitnya akses. Kesulitan ini yang mendorong pemerintah membangun jalan trans-Papua, termasuk datang beberapa kali ke Papua.
“Jokowi Adalah Presiden Pertama yang Menginjakan Kaki di Tanah Papua,” tulis akun itu.
Video tersebut telah ditonton 4 juta kali dan mendapatkan komentar 2,3 ribu. 
Tangkapan layar unggahan dengan klaim bahwa Jokowi adalah Presiden Pertama yang Menginjakkan Kaki di Tanah Papua",Salah [-],https://cekfakta.com/focus/8783
"Keliru, CEO Pfizer Albert Vorla Menyatakan Tanpa Vaksin Seseorang bisa Mengimunisasi Dirinya Sendiri  ","
Sebuah foto flayer memperlihat pernyataan CEO Pfizer Albert Borla yang mengklaim orang tak divaksin akan dapat mengimunisasi dirinya sendiri beredar di instagram. Pada flayer tersebut bahkan ikut dicantumkan pula kutipan pernyataan penemu vaksin astrazeneca, Dame Sarah Gilbert dengan narasi “tidak ada alasan untuk berpikir kita akan memiliki COVID-19 versi 2 lebih ganas, pada akhirnya virus ini akan menjadi virus biasa yang menyebabkan flu” 
Unggahan itu dibagikan akun _teluuur pada 10 Oktober 2021. Hingga artikel ini ditulis unggahannya telah mendapatkan respon 6482 disukai.  
Lantas benarkah CEO Pfizer Albert Borla dan Dame Sarah Gilbert membuat pernyataan demikian? Dan benarkah orang yang tidak divaksin akan mengimunisasi dirinya sendiri dan COVID-19 akan menjadi virus biasa yang hanya akan menjadi virus flu biasa? 
Tangkapan layar unggahan dengan klaim tanpa vaksin, seseorang dapat mengimunisasi dirinya sendiri dari Covid-19",Salah [-],https://cekfakta.com/focus/8782
"Keliru, Pemberitaan Kasus Kekerasan Seksual di Luwu Timur  Pesanan LSM untuk Menjatuhkan Institusi Kepolisian","
Narasi berisi klaim bahwa kasus kekerasan seksual yang dimuat situs berita projectmultatuli.org merupakan pesanan Lembaga Swadaya Msyarakat (LSM) untuk menjatuhkan insitusi kepolisian beredar di media sosial. Di Instagram, unggahan narasi tersebut dibagikan akun ini pada 7 Oktober 2021.
Berikut narasi lengkapnya:
“Sabar yaaa nanti gw buka-bukain semua itu siapa dibalik ormas pesenan tersebut. Berita yang soal anak di Luwu Timur Gw kasih tau itu pesanan LSM yg mau menjatuhkan institusi kepolisian. Dan kenapa pihak keluarganya tidak ada yang speak up ke publik dengan identitas aslinya. Kenapa harus pakai inisial.”
Akun inipun menuliskan narasi, “Punya bukti bukti rekam jejak medis bahwa korban benar benar alami kekerasan atau tidak. Apa jangan jangan mau nyari duit ,,??? Buat netizen disini gw cuma mau imbangi berita yaaa
Bahwa pihak anak tersebut sudah 2 kali di visum bahkan terakhir di visum di rumah sakit Bhayangkara Makassar.”
Hingga artikel ini dimuat, klaim tersebut telah mendapat 123 komentar. Apa benar pemberitaan kasus kekerasan seksual di Luwu Timur merupakan pesanan LSM untuk menjatuhkan institusi kepolisian?
Tangkapan layar unggahan dengan klaim bahwa pemberitaan soal kasus pelecehan seksual di Luwu Timur adalah pesanan LSM untuk menjatuhkan Polri",Salah [-],https://cekfakta.com/focus/8781
"Keliru, Foto Tol Cisumdawu yang Diklaim Menteri Tjahjo Kumolo sebagai Tol Terkeren di Indonesia","
Akun twitter Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Tjahjo Kumolo mengunggah foto yang diklaim Tol Cisumdawu, Jawa Barat, pada Minggu 10 Oktober 2021.",Salah [-],https://cekfakta.com/focus/8780
"Keliru, Ribuan Orang di Indonesia Meninggal Dunia setelah Vaksin Covid-19","
Potongan orasi dari seorang pria dalam aksi unjuk rasa, dibagikan di Facebook pada 29 Agustus 2021. Pada detik ke 21, pria itu mengklaim bahwa ada ratusan bahkan ribuan orang di Indonesia yang meninggal dunia setelah divaksin.
Potongan  video orasi itu  berdurasi 2:47 menit, berisi protes terhadap upaya vaksinasi Covid-19 yang dianggap memaksakan pada masyarakat Sulawesi Utara. Mereka juga memprotes pemberlakuan pembatasan kegiatan masyarakat ( PPKM ) yang menurunkan kesejahteraan warga ekonomi bawah. 
Namun dalam orasi itu juga memuat pernyataan tentang orang yang meninggal karena vaksinasi Covid-19 di Indonesia.
“Ratusan orang bahkan sudah ribuan orang di Indonesia ini meninggal dunia setelah vaksin. Apa yang akan kalian gantikan pada mereka. Jutaan manusia di sana ketakutan karena vaksin,” kata pria tersebut.
Tangkapan layar dengan klaim ratusan hingga ribuan orang meninggal usai vaksin Covid-19",Salah [-],https://cekfakta.com/focus/8779
"Sebagian Benar, Ilmuwan California Temukan Obat Tetes Mata yang Bisa Membuat Manusia Melihat dalam Kegelapan","
Sebuah foto memperlihatkan seseorang tengah mengarahkan alat injeksi ke bagian mata pria yang berbaring beredar di media sosial. Foto tersebut dibagikan bersama foto lainnya dengan narasi bahwa grup ilmuwan serta hacker biologi asal California telah menemukan obat tetes mata ajaib yang diklaim dapat membuat manusia melihat dalam kegelapan.
Di Instagram, kolase foto tersebut dibagikan akun ini pada 30 September 2021. Akun inipun menuliskan narasi:
“Hal tak terduga ditemukan oleh grup ilmuwan serta hacker biologi asal California, Science for Messes (SfM), mereka telah menemukan obat tetes mata ajaib yang diklaim dapat membuat manusia melihat dalam kegelapan.
Mereka menggunakan Chlorin e6 (Ce6), yang ditemukan pada ikan laut. Senyawa ini juga dapat digunakan untuk mengobati kebutaan dan kanker.”
Hingga artikel ini dimuat, unggahan tersebut telah mendapat 170 komentar dan 130 ribulikes.Apa benar ilmuan California telah menemukan obat yang dapat membuat manusia melihat dalam kegelapan?
Tangkapan layar unggahan dengan klaim Ilmuan California Temukan Obat Tetes Mata yang Dapat Membuat Manusia Melihat dalam Kegelapan",Salah [-],https://cekfakta.com/focus/8778
"Keliru, Di Perbatasan Rusia dan Kanada Supermoon Terbit hingga Terbenam hanya dalam 30 Detik","
Sebuah video yang diklaim bulan raksasa ( supermoon ) terbit dan terbenam dalam waktu 30 detik di perbatasan Rusia dan Kanada di Kutub Utara, beredar di Whatsapp, Kamis 7 Oktober 2021. 
Video berdurasi 35 detik itu menampakkan bulan berukuran raksasa muncul di atas permukaan bumi, lalu menutupi matahari selama lima detik kemudian terbenam. 
“Ini adalah bulan di perbatasan Rusia dan Kanada di Kutub Utara, dari terbit hingga terbenam dibutuhkan waktu sekitar 30 detik, lalu menghalangi matahari selama 5 detik, dan kemudian segera terbenam.... Jika tidak ada di internet, mungkin kita tidak akan pernah melihat keajaiban alam ini sepanjang hidup kita.”
Tangkapan layar unggahan dengan klaim Supermoon Terbit hingga Terbenam hanya dalam 30 Detik",Salah [-],https://cekfakta.com/focus/8777
"Keliru, Klaim Emoji Ukiran Wajah Manusia dari Batu Merupakan Gambar Berhala di Kota Mekkah","
Gambar tangkapan layar yang memuat hasil pencarian di mesin peramban Google dengan kata kunci “berhala terbesar di Mekkah” beredar di media sosial. Deretan patung batu yang ditampilkan dalam mesin pencari tersebut dibagikan dengan klaim bahwa emoji berupa ukiran wajah manusia dari batu merupakan gambar berhala di Kota Mekkah, Arab Saudi.
Di Facebook, gambar tangkapan layar tersebut dibagikan akun ini pada 2 Oktober 2021. Akun inipun menuliskan narasi, “Ingatt Yah Ukhty Akhy Ngga Boleh Make Emot Macam Niii.”
Hingga artikel ini dimuat, gambar tangkapan layar tersebut telah mendapat 52 komentar dan dibagikan lebih dari 1.300 kali.
Apa benar emoji berupa ukiran wajah manusia dari batu merupakan gambar berhala di Mekkah?
Tangkapan layar unggahan dengan klaim larangan menggunakan emoji ukiran wajah manusia dari batu karena merupakan gambar berhala di Kota Mekkah",Salah [-],https://cekfakta.com/focus/8776
"Keliru, Klaim WWF Digunakan Sebagai Organisasi Untuk Tempat Pencucian Uang","
Unggahan yang mengklaim organisasi World Wide Fund for Nature (WWF) digunakan sebagai tempat pencucian uang dari hasil perdagangan anak dan politik lingkungan mafia beredar di  facebook.
Unggahan ini  pertama kali beredar pada 1 September 2021 dengan menambahkan narasi:
“WWF didirikan pada 11 September 1961 Julian Huxley, Peter Markham Scott, Yolanda Farr, Bernhard zur Lippe-Biesterfeld, Philip Mountbatten (Duke of Edinburgh), Edward Max Nicholson, Guy Mountfort, Godfrey A. Rockefeller Sosialis (mafia) menggunakan organisasi semacam itu untuk pencucian uang untuk menempatkan sesuatu yang ""baik"" di depan mereka (dalih), untuk perdagangan anak, agenda politik mereka seperti hari Jumat untuk masa depan: kebohongan perubahan iklim, pajak CO2, propaganda vaksinasi, UNICEF IMF - PROGRAM dan lebih banyak. Semua organisasi ini dikendalikan oleh satu organisasi: PBB. PBB berarti SATU dan menunjukkan karakter terpusat dari kediktatoran dunia yang terpusat, dengan tatanan keuangan yang dikendalikan secara terpusat, tentara dan polisi dunia yang dikendalikan secara terpusat, keadilan dunia yang dikendalikan secara terpusat, kesehatan dunia yang dikendalikan secara terpusat = Big Pharma, Pendidikan dunia yang dikendalikan secara terpusat, dll”.
Lantas benarkan WWF digunakan sebagai tempat pencucian uang mafia dari hasil perdagangan anak?
Tangkapan layar unggahan klaim WWF Digunakan Sebagai Organisasi Untuk Tempat Pencucian Uang",Salah [-],https://cekfakta.com/focus/8775
"Tidak Terbukti, Klaim Menghentikan Asupan Gula, Minum Perasan Lemon dan Minyak Kelapa Organik Dapat Membunuh Sel Kanker","
Klaim bahwa menghentikan asupan gula dalam tubuh, meminum air perasan lemon serta minyak kelapa organik dapat menghilangkan kanker beredar di media sosial. Klaim tersebut dibagikan dengan mencantumkan pernyataan Dr. Guruprasad Reddy B V OSH Negara Medis Universitas Moskow, Rusia.
Di Facebook, klaim tersebut dibagikan akun ini pada 24 September 2018. Berikut narasi lengkapnya:
Dr. Gupta mengatakan, Tidak ada yang harus mati karena kanker kecuali karena kecerobohan :
1. Langkah pertama adalah menghentikan semua asupan gula, tanpa gula di tubuh Anda, sel kanker akan mati secara alami.
2. Mencampur seluruh buah lemon dengan secangkir air panas dan meminumnya selama sekitar 3 bulan sebelum makan dan kanker hilang, penelitian oleh Maryland College of Medicine mengatakan, ini 1000 kali lebih baik daripada kemoterapi.
3. Langkah ketiga adalah meminum 3 sendok minyak kelapa organik, pagi dan malam dan kanker akan hilang, Anda bisa memilih salah satu dari dua terapi ini setelah menghindari gula. Ketidaktahuan bukanlah alasan; Saya telah berbagi informasi ini selama lebih dari 5 tahun, mungkin saat ini baru sampai kepada Anda tetapi lebih baik terlambat daripada tidak sama sekali. Biarkan semua orang di sekitar Anda tahu.
""Dr. Guruprasad Reddy B V, OSH NEGARA MEDIS UNIVERSITAS MOSKOW, RUSIA
1.Minum air jeruk nipis bisa mencegah kanker. TETAPI INGAT jangan tambahkan gula. Air lemon panas lebih bermanfaat daripada air lemon dingin.
2.PARE diiris sebanyak 5 iris lalu direndam dengan segelas air panas selama 30 menit lalu diminum setiap
3.UBI KAYU/SINGKONG yg segar tetapi harus direbus dengan panci terbuka, Vitamin B17 terdapat pada singkong yg dapat mematikan sel kanker
Sering makan malam bisa meningkatkan kemungkinan terkena kanker usus/lambung. Jangan pernah makan buah setelah makan. Buah harus dimakan sebelum makan. Jangan minum teh selama periode menstruasi. Kurangi minum susu kedelai, tidak boleh menambahkan gula atau telur ke susu kedelai. Jangan makan tomat dengan perut kosong. Minumlah segelas air putih setiap pagi sebelum makanan untuk mencegah batu empedu. Tidak boleh makanan 3 jam sebelum tidur. Hindari minuman keras, tidak ada khasiat nutrisi namun bisa menyebabkan diabetes dan hipertensi. Jangan makan roti saat sedang panas dari oven atau pemanggang roti. Jangan mengisi daya handphone Anda atau perangkat apa pun di sebelah Anda saat Anda tidur. Minum 10 gelas air putih setiap hari untuk asupan yg dibutuhkan tubuh juga mencegah kanker kandung kemih. Minum lebih banyak air di siang hari, kurangi di malam hari. Jangan minum lebih dari 2 cangkir kopi sehari, bisa menyebabkan insomnia dan peyakit lambung. Makanlah sedikit makanan berminyak atau hindari karena dibutuhkan 5-7 jam untuk mencerna membuat Anda merasa lelah. Setelah jam 5 sore, makan lebih sedikit. Enam jenis makanan yang membuat Anda bahagia: pisang, jeruk bali, bayam, labu, buah persik. Tidur kurang dari 8 jam sehari mengakibatkan memburuk fungsi otak kita. Usahakan beristirahat selama setengah jam akan membuat kita awet muda. Air jeruk nipis tanpa gula dapat menjaga kesehatan Anda dan membuat Anda hidup lebih segar. Air lemon panas membunuh sel kanker. Rendam irisan lemon sebanyak 3 iris dengan air panas jadikan itu minuman sehari-hari sebagai anti oxsidan. Rasa pahit dalam air lemon panas adalah zat terbaik untuk membunuh sel kanker. Air lemon dingin hanya mengandung vitamin C, tidak ada pencegahan kanker. Air lemon panas bisa mengendalikan pertumbuhan tumor kanker. Tes klinis telah membuktikan bahwa air lemon panas bekerja dgn baik utk mematikan sel kanker. Pengobatan ekstrak jenis Lemon ini hanya akan menghancurkan sel ganas, namun tidak mempengaruhi sel sehat. Selanjutnya ... asam sitrat dan polifenol lemon di jus lemon samping, dapat membantu mengurangi tekanan darah tinggi, • pencegahan yang efektif terhadap trombosis vena dalam, memperbaiki sirkulasi darah dan mencegah pengentalan darah.
Hingga artikel ini dimuat, klaim tersebut telah mendapat lebih dari 8.800 komentar dan dibagikan lebih dari 180 ribu kali.
Apa benar menghentikan asupan gula, minum air perasan lemon dan minyak kelapa organik dapat membunuh sel kanker?
Tangkapan layar unggahan dengan klaim sel kanker bisa dimatikan dengan tiga langkah",Salah [-],https://cekfakta.com/focus/8774
"Keliru, Risiko Anak di bawah 12 tahun Mengalami Covid-19 hanya 0,001 persen","
Narasi yang mengklaim bahwa anak usia 5-12 tahun berisiko mengalami Covid-19 hanya sekitar 0,001 persen beredar di Facebook pada 14 September 2021. Narasi itu disertai unggahan berita berbahasa Inggris tentang uji klinis vaksin Pfizer pada anak berusia 5-12 tahun. 
Unggahan itu  menulis tentang dampak vaksinasi  Covid-19  yang menyebabkan  puluhan dokter, warga dengan komorbid, dan remaja meninggal. Kemudian narasi menyoal rencana vaksinasi pada kelompok anak usia di bawah 12 tahun. 
“Ketika kemudian Proyek vaksinasi mulai menyasar Anak-Anak Kecil usia 5 sd 12 tahun, padahal risiko mereka mengalami COV1D hanyalah 0,001 persen,” tulis aku  ini.
Selain itu dia juga menyebut dengan case fatality rate (CFR) yang saat ini sudah tinggal 2 persen, tidak ada laporan  anak-anak berisiko terhadap Delta, Mu dan seterusnya.  
 Tangkapan layar unggahan dengan klaim risiko anak di bawah 12 tahun mengalami Covid-19 hanya 0,001 persen",Salah [-],https://cekfakta.com/focus/8773
"Keliru, Klaim Angola Menetapkan Aturan Melarang Islam Karena Banyak Utang ke Cina","
Cuplikan video ceramah eks Ketua Umum Front Pembela Islam ( FPI ) KH Ahmad Sobri Lubis beredar di media sosial. Dalam video tersebut KH Ahmad Sobri Lubis mengatakan, Angola menetapkan aturan yang melarang Islam karena kebanyakan utang sama Cina,
Di Twitter video tersebut dibagikan akun ini pada 29 September 2021. Akun inipun menuliskan narasi:
“Jangan menyesal kalau nanti terjadi di Indonesia. #WaspadaiNewPKI.”
Berikut pernyataan KH Ahmad Sobri Lubis dalam cuplikan video tersebut:
“Jangan menyesal ya. Komunis ini kejam pak. Kejam. Biadab pak. Jangan menyesal. Angola, tau Angola? sekarang ini di Angola gara-gara kebanyakan utang sama Cina, sekarang Angola menetapkan aturan Islam dilarang di Angola. Masjid ditutup semua. Orang gak boleh salat. Akhirnya mereka salat di jalanan. Ditembakin polisi.”
Benarkah Angola menetapkan aturan melarang Islam karena kebanyakan utang sama Cina?
Tangkapan layar video dengan pernyataan ""Angola Menetapkan Aturan Melarang Islam Karena Kebanyakan Utang Sama Cina""",Salah [-],https://cekfakta.com/focus/8772
"Sesat, Klaim Video Presiden Lantik Langsung Pengganti Anies di DKI","
Video berdurasi 10 menit berjudul  Disiarkan Langsung dari Istana, Presiden Lantik Langsung Pengganti Anies di DKI, diunggah oleh akun Sukseskan Jokowi Periode 2 di Facebook, 27 September 2021. 
Video itu berisi gabungan rekaman Gubernur DKI Anies Baswedan dan Presiden Jokowi dalam berbagai aktivitas. Suara pria sebagai narator, membuka video dengan narasi: “Pejabat gubernur pengganti Anies, diusulkan Tito, dipilih Jokowi”
 Setelah diunggah video itu menjadi viral karena telah ditonton 260 ribu kali dan mendapatkan komentar 1,7 ribu. 
Tangkapan layar unggahan dengan klaim Presiden Lantik Langsung Pengganti Anies di DKI",Salah [-],https://cekfakta.com/focus/8771
"Keliru, Klaim Indomie Penyebab Tingginya Angka Kehamilan Remaja di Ghana","
Kolase foto yang memperlihatkan sebuah lapak bergambar logo Indomie dan foto perempuan hamil beredar di media sosial. Kolase foto tersebut dibagikan dengan narasi bahwa Indomie adalah salah satu penyebab meroketnya angka kehamilan remaja di Ghana.
Di Instagram kolase foto tersebut dibagikan akun ini pada 19 September 2021. Berikut narasi lengkapnya:   
“Seorang pakar gender dan ketenagakerjaan bernama Bashiratu Kamal, mengungkapkan bahwa Indomie adalah salah satu penyebab meroketnya angka kehamilan remaja di Ghana. Dalam transaksi tersebut, gadis-gadis muda disana diiming-imingi Indomie untuk melakukan hubungan seksual. Hal ini dipicu oleh kondisi perekonomian Ghana yang sedang diterpa badai kemiskinan, apalagi di masa pandemi seperti ini. Bahkan, para ibu-ibu disana menyarankan para putrinya untuk melakukan hal tersebut karena mereka merasa hal itu akan membawa kebaikan bagi putrinya. Hal ini dipicu oleh kondisi perekonomian Ghana yang sedang diterpa badai kemiskinan, apalagi di masa pandemi seperti ini. Bahkan, para ibu-ibu disana menyarankan para putrinya untuk melakukan hal tersebut karena mereka merasa hal itu akan membawa kebaikan bagi putrinya. Dari situs ghanaprovisions.com misalnya, harga Indomie satuannya dipatok di US$ 0,75 atau setara Rp 10.500 (kurs Rp 14.000/US$). Sedangkan, per kotaknya isi 40 bungkus, Indomie dihargai US$ 17 setara Rp 238 ribu atau Rp 5.950/bungkusnya. Di situs lainnya, marketexpress.com.gh, harga per bungkus Indomie dipatok antara 1,2-2 Cedi Ghana atau setara Rp 2.880- Rp 4.800 (kurs Rp 2.400/Cedi Ghana). Sedangkan, per kotak isi 40 bungkus, Indomie dihargai sebesar 47 Cedi Ghana atau setara Rp 112.800 atau Rp 2.820.”
Kolase foto tersebut juga disertai narasi, “Indomie memiliki nilai yang tinggi di negara Ghana. Bahkan banyak remaja di sana yang rela menukar tubuhnya untuk Indomie. Fenomena ini membuat Indomie menjadi salah satu penyebab tingginya angka kehamilan remaja di Ghana.”
Hingga artikel ini dimuat, kolase foto tersebut telah mendapat 381 komentar. Apa benar Indomie merupakan penyebab tingginya angka kehamilan remaja di Ghana ?
Tangkapan layar unggahan klaim Indomie Penyebab Tingginya Angka Kehamilan Remaja di Ghana",Salah [-],https://cekfakta.com/focus/8770
